name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Hồ Chí Minh, Việt Nam",6/21/2019,34.6,25.7,29.2,43.7,25.7,34.9,25.8,82.8,13,100,4.17,rain,0,0,25.2,18.8,291.5,1005.7,59.2,9.7,210.9,18.2,8,,2019-06-21T05:32:14,2019-06-21T18:17:31,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",6/22/2019,34.4,25,29.2,44.1,25,34.8,25.7,82.1,5.4,100,33.33,rain,0,0,19.8,16.2,160.9,1004.7,56.5,9.4,175.1,15.1,6,,2019-06-22T05:32:27,2019-06-22T18:17:44,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",6/23/2019,33.6,25.5,29.4,39.2,25.5,33.5,24.9,78.8,6,100,4.17,rain,0,0,25.2,18.4,173,1005.7,48,9.8,224.5,19.4,8,,2019-06-23T05:32:40,2019-06-23T18:17:57,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",6/24/2019,32.4,24.1,28.4,39.2,24.1,33.4,25.4,84.2,4,100,29.17,rain,0,0,30.2,27.7,201.7,1007.9,44.8,9.8,164.3,14,5,,2019-06-24T05:32:54,2019-06-24T18:18:09,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",6/25/2019,34.4,26,29.2,41.5,26,34.7,26,84.3,0.9,100,8.33,rain,0,0,32.8,24.5,230.3,1008.6,54.3,9.4,248.3,21.4,8,,2019-06-25T05:33:08,2019-06-25T18:18:20,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",6/26/2019,33.6,26,29.2,42.2,26,34.3,25.6,82,8.6,100,41.67,rain,0,0,38.2,22.2,249.2,1008,50.9,9.7,192.4,16.8,7,,2019-06-26T05:33:22,2019-06-26T18:18:31,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",6/27/2019,33,26,29.1,40.6,26,33.2,24.9,79.4,3.1,100,37.5,rain,0,0,51.5,22.6,253.7,1006.8,48.6,10.3,196.2,16.8,8,,2019-06-27T05:33:36,2019-06-27T18:18:42,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",6/28/2019,30.6,25.4,28,39.3,25.4,32.9,25.7,87.5,0.5,100,4.17,rain,0,0,42.8,29.6,241.1,1006.9,58.7,9.9,152.4,13.1,6,,2019-06-28T05:33:51,2019-06-28T18:18:52,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",6/29/2019,32,26.4,28.5,39.7,26.4,33.7,25.6,85,4,100,37.5,rain,0,0,42.8,36.1,244.3,1007,48.3,9.7,172,14.8,7,,2019-06-29T05:34:06,2019-06-29T18:19:01,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",6/30/2019,31.6,26.6,28.3,39.7,26.6,33.5,25.6,85.7,0.4,100,4.17,rain,0,0,45.7,28.5,249.3,1006.8,49.7,9.1,165.7,14.5,7,,2019-06-30T05:34:21,2019-06-30T18:19:10,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/1/2019,32,25.2,27.8,39.6,25.2,32,25.6,88.5,11,100,4.17,rain,0,0,68.4,34.5,251.9,1006.5,59.1,9.3,174.4,15.1,7,,2019-07-01T05:34:36,2019-07-01T18:19:18,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/2/2019,32.6,26,28.4,40,26,33.8,26,87.7,6.5,100,25,rain,0,0,45.4,30.4,243.8,1005.9,57.1,9.3,151.8,13.1,7,,2019-07-02T05:34:51,2019-07-02T18:19:26,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/3/2019,27.8,24.4,26.1,31.9,24.4,27.4,24.1,89,5,100,4.17,rain,0,0,51.1,24.8,248.6,1007.5,58.5,9.3,125.1,10.8,6,,2019-07-03T05:35:07,2019-07-03T18:19:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/4/2019,31,23,26.6,37.2,23,28.8,24.3,88,37,100,8.33,rain,0,0,43.6,18.2,237.8,1009.1,58.4,9.5,214.8,18.4,7,,2019-07-04T05:35:22,2019-07-04T18:19:39,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/5/2019,33.4,25,28.6,39.2,25,32.2,24.8,82,0.1,100,4.17,rain,0,0,33.1,18.4,267.9,1007.9,58,9.4,244.1,21.1,8,,2019-07-05T05:35:38,2019-07-05T18:19:45,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/6/2019,33,25,28.3,39,25,31.3,24.3,80.7,8,100,4.17,rain,0,0,35.6,20,274.9,1007.5,52,9.8,257.5,22.3,9,,2019-07-06T05:35:53,2019-07-06T18:19:50,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/7/2019,33.4,26,28.7,41.1,26,32.6,24.8,80.4,10.3,100,29.17,rain,0,0,29.5,16.6,258.3,1007.8,48.9,9.9,243.2,21.2,9,,2019-07-07T05:36:09,2019-07-07T18:19:54,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/8/2019,34,26,29.2,40.6,26,34.5,25.3,81.1,9.4,100,12.5,rain,0,0,31,18.9,227.7,1008.7,56.5,9.8,239.9,20.5,9,,2019-07-08T05:36:24,2019-07-08T18:19:58,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/9/2019,33.6,26,29.7,40,26,33.8,24.4,74.8,2,100,4.17,rain,0,0,37.8,21.3,249.3,1008.8,49.1,9.7,236.8,20.3,8,,2019-07-09T05:36:40,2019-07-09T18:20:00,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/10/2019,34,26,30,39.3,26,35,24.9,76,0.5,100,16.67,rain,0,0,40.7,20.5,251.5,1008.6,53.9,10.2,271.2,23.2,9,,2019-07-10T05:36:55,2019-07-10T18:20:02,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/11/2019,35,27,30.6,41.3,31,36,24.5,72.4,0.5,100,20.83,rain,0,0,27,17.6,261.5,1009.9,47.6,9.9,245,21.1,8,,2019-07-11T05:37:11,2019-07-11T18:20:04,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/12/2019,34,27,30.2,40,31,35.4,24.6,74,1.6,100,25,rain,0,0,28.1,17.3,250.1,1009.2,44.3,9.9,250.6,21.7,8,,2019-07-12T05:37:26,2019-07-12T18:20:04,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/13/2019,34.6,23.4,29.9,40.3,23.4,35.3,24.9,76.6,2.9,100,12.5,rain,0,0,48.2,23.4,248,1008.4,50.5,10,252.8,21.7,8,,2019-07-13T05:37:41,2019-07-13T18:20:04,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/14/2019,34.6,26.4,29.2,41.4,26.4,34.1,24.9,79.1,3,100,4.17,rain,0,0,36.4,21.6,253.1,1006.7,55.4,10.1,236.1,20.4,8,,2019-07-14T05:37:56,2019-07-14T18:20:03,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/15/2019,35,26.9,29.2,41.3,30.6,34.3,25,79.2,1,100,4.17,rain,0,0,35.3,22.4,262.8,1005.5,48,9.7,201.4,17.3,8,,2019-07-15T05:38:11,2019-07-15T18:20:01,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/16/2019,33.1,24,28.2,39.5,24,32.5,25.3,85.7,5,100,8.33,rain,0,0,35.3,23.8,252.2,1005.3,61.8,9,167.2,14.5,7,,2019-07-16T05:38:25,2019-07-16T18:19:58,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/17/2019,31,24,26.8,38.5,24,29.3,25.3,91.9,12,100,8.33,rain,0,0,34.9,18.2,249.4,1005,67.8,8.1,121.5,10.5,6,,2019-07-17T05:38:40,2019-07-17T18:19:55,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/18/2019,32,24.6,28.1,40.5,24.6,32.3,25.2,85,4,100,4.17,rain,0,0,33.8,22.7,245.9,1005,56.3,10,150.1,13,6,,2019-07-18T05:38:54,2019-07-18T18:19:50,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/19/2019,32,26,28.1,39.4,26,31.9,25.4,86.4,6,100,8.33,rain,0,0,34.6,20,243.8,1005.9,54.6,9.9,177.2,15.2,7,,2019-07-19T05:39:08,2019-07-19T18:19:45,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/20/2019,32.6,27,29.1,39.9,30.6,34.8,25.7,82.8,3,100,8.33,rain,0,0,33.8,20.4,234.8,1007.1,51.5,9.9,228.6,19.8,8,,2019-07-20T05:39:22,2019-07-20T18:19:39,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/21/2019,34,26,29.6,42.7,26,35.2,25.7,80.9,0.4,100,4.17,rain,0,0,28.1,14.8,267,1007.2,63,9.4,244.7,21.1,8,,2019-07-21T05:39:35,2019-07-21T18:19:32,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/22/2019,34,25.7,28.8,41.9,25.7,32.7,25.2,82.3,18,100,4.17,rain,0,0,30.6,17.8,281.9,1007.2,49.2,9.3,253.4,21.8,9,,2019-07-22T05:39:48,2019-07-22T18:19:25,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/23/2019,33.9,25,28.6,41.3,25,32,24.7,81,7,100,4.17,rain,0,0,27.7,21.2,272.9,1006.8,45.5,9.9,230.7,20,8,,2019-07-23T05:40:01,2019-07-23T18:19:16,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/24/2019,33.6,24,28.5,40.7,24,32.4,24.7,81.5,33.8,100,8.33,rain,0,0,31.3,20,288.7,1007.7,52.1,9.4,241.7,20.8,8,,2019-07-24T05:40:14,2019-07-24T18:19:07,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/25/2019,30.4,24,26.3,36.3,24,27.4,24,87.9,1.9,100,8.33,rain,0,0,27.4,26.3,267.3,1010.1,58.8,10,87.4,7.7,3,,2019-07-25T05:40:26,2019-07-25T18:18:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/26/2019,33.6,25,28.2,38.2,25,30.2,23.3,77,0.7,100,12.5,rain,0,0,50,26.9,301.3,1008.7,51.2,9.3,259.6,22.5,9,,2019-07-26T05:40:38,2019-07-26T18:18:45,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/27/2019,33,23.4,27.4,38,23.4,29.2,23.5,81.7,27,100,4.17,rain,0,0,37.1,18.4,290.9,1008.2,53.7,8.9,218.1,18.8,9,,2019-07-27T05:40:49,2019-07-27T18:18:34,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/28/2019,31.9,24,26.8,40.6,24,29.2,25,90.4,13,100,12.5,rain,0,0,32.8,27.5,254.4,1008.1,58.5,8.6,150.9,13,6,,2019-07-28T05:41:00,2019-07-28T18:18:21,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/29/2019,32.2,23.4,27.1,40.3,23.4,29.8,25,89,8,100,12.5,rain,0,0,42.5,22,241.7,1008.3,70.7,8.9,170.6,14.6,6,,2019-07-29T05:41:11,2019-07-29T18:18:07,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS,remote"
"Hồ Chí Minh, Việt Nam",7/30/2019,32.4,25,28.4,40.4,25,32.7,25.3,84.2,0.9,100,4.17,rain,0,0,41.8,23.4,249.9,1006.7,56.9,9,136.1,11.6,7,,2019-07-30T05:41:22,2019-07-30T18:17:53,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",7/31/2019,33.2,24.4,28.4,41.1,24.4,33.2,25.7,86.2,6,100,4.17,rain,0,0,56.2,30.4,255.8,1005.6,55.5,9.2,199.3,17.1,8,,2019-07-31T05:41:32,2019-07-31T18:17:38,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/1/2019,33,25.6,28.3,40.3,25.6,32.6,25,83.2,9,100,4.17,rain,0,0,56.5,31.9,251.7,1007,52.5,9.6,193.5,16.7,7,,2019-08-01T05:41:41,2019-08-01T18:17:21,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/2/2019,30,25,26.9,36.7,25,29.1,24.6,87.8,20,100,4.17,rain,0,0,58.3,32.7,247,1007.7,55.7,10.1,184.5,16.1,7,,2019-08-02T05:41:51,2019-08-02T18:17:04,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/3/2019,31,25,27.2,37.4,25,29.6,24.6,86.4,5,100,4.17,rain,0,0,61.2,38.9,257.1,1006.7,57.9,10,180.3,15.4,7,,2019-08-03T05:42:00,2019-08-03T18:16:47,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/4/2019,31.4,25,27.9,38.1,25,31.3,24.9,84.5,6.8,100,25,rain,0,0,60.1,30.4,255.2,1005.6,58,10.3,209,18.1,8,,2019-08-04T05:42:08,2019-08-04T18:16:28,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/5/2019,30.9,25.4,27.2,38.5,25.4,29.4,25.1,88.6,6,100,8.33,rain,0,0,56.5,33.1,247.2,1005.9,60.2,9.8,189,16.3,8,,2019-08-05T05:42:16,2019-08-05T18:16:09,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/6/2019,30.4,24,26.2,38.1,24,27.6,24.9,93,6,100,8.33,rain,0,0,59.4,26.7,256.4,1006.3,58,8.8,156.3,13.4,6,,2019-08-06T05:42:24,2019-08-06T18:15:49,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/7/2019,29,24,26.2,34.5,24,28,24.6,91.7,18,100,12.5,rain,0,0,55.4,22.3,259.6,1005.4,64.1,8.9,148.6,12.9,6,,2019-08-07T05:42:31,2019-08-07T18:15:28,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/8/2019,30,24,26.7,38.5,24,29.3,25.5,93.3,29,100,8.33,rain,0,0,46.8,24.5,251.3,1004.5,67.3,8.8,118.1,10.1,4,,2019-08-08T05:42:38,2019-08-08T18:15:06,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/9/2019,29,24.4,26.4,34.9,24.4,28.2,24.6,90.6,4,100,4.17,rain,0,0,37.8,28.8,242.4,1003.9,66.2,10,138.7,12,5,,2019-08-09T05:42:44,2019-08-09T18:14:44,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/10/2019,31,24.4,27.4,37.6,24.4,30.6,24.9,86.9,19,100,12.5,rain,0,0,45,24.9,237.5,1005,66.1,10,119.6,10.2,4,,2019-08-10T05:42:50,2019-08-10T18:14:21,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/11/2019,29,26.4,27.4,34.9,26.4,31.4,25.4,88.9,45,100,12.5,rain,0,0,38.9,19.6,225.7,1006.9,55.4,9.5,135.6,11.8,6,,2019-08-11T05:42:56,2019-08-11T18:13:57,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/12/2019,33.5,25.9,29.1,42,25.9,33.6,25.4,81.7,0.1,100,4.17,rain,0,0,40,22.3,236.8,1007.9,51.7,9.7,232.1,19.9,7,,2019-08-12T05:43:01,2019-08-12T18:13:32,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/13/2019,32.4,26,29,39.3,26,34.1,25.5,82,14,100,4.17,rain,0,0,40,20.1,256.2,1008.6,45.7,9.8,247,21.4,9,,2019-08-13T05:43:06,2019-08-13T18:13:07,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/14/2019,34.3,26,29.4,41.5,26,34.5,25.6,81.8,4.3,100,25,rain,0,0,36.4,19.6,259.4,1008.1,61.4,9.8,231.2,19.8,8,,2019-08-14T05:43:10,2019-08-14T18:12:41,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/15/2019,33.6,27,29.6,40.6,31.1,35.6,25.6,80.5,2.3,100,25,rain,0,0,37.8,25.2,243.1,1008,57,10,234.3,20.4,8,,2019-08-15T05:43:14,2019-08-15T18:12:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/16/2019,32.4,26,28.7,40.3,26,33.8,25.5,83.6,6,100,4.17,rain,0,0,39.2,27.4,221.5,1008.1,53.4,10,200.8,17.3,7,,2019-08-16T05:43:18,2019-08-16T18:11:47,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/17/2019,31.6,25.6,28.1,40.9,25.6,32.6,25.7,87.2,21,100,8.33,rain,0,0,42.1,25.4,219.6,1009.6,50.4,9.2,208.2,18.2,7,,2019-08-17T05:43:21,2019-08-17T18:11:19,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/18/2019,33.6,24.6,29,40,24.6,33.4,24.9,80.1,1.9,100,25,rain,0,0,34.2,15.5,263.9,1009.8,53.3,9.1,272.1,23.4,9,,2019-08-18T05:43:24,2019-08-18T18:10:50,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/19/2019,34.2,26,29.8,40.4,26,35.2,25.3,78.4,0,0,0,,0,0,27.7,18.9,250.6,1007.7,52.3,9.7,241.5,20.9,8,,2019-08-19T05:43:26,2019-08-19T18:10:21,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/20/2019,33.4,26,28.8,41.7,26,34.2,25.6,83.9,9,100,4.17,rain,0,0,50,22.2,238.8,1006.8,62.9,9.6,227.7,19.7,8,,2019-08-20T05:43:28,2019-08-20T18:09:51,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/21/2019,31.8,25,27.5,40.3,25,31.2,25.5,89.4,5,100,8.33,rain,0,0,59.4,26.9,236.3,1007.8,55.3,9.8,223.6,19.3,9,,2019-08-21T05:43:30,2019-08-21T18:09:20,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/22/2019,31,26,27.9,38.9,26,32.5,25.7,87.7,1,100,4.17,rain,0,0,38.2,25.1,238.6,1008.8,48.5,9.6,228.9,19.6,9,,2019-08-22T05:43:32,2019-08-22T18:08:49,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/23/2019,33.4,25.4,28.5,41.3,25.4,32.2,25.1,83,1,100,4.17,rain,0,0,37.1,22.3,253.7,1008.8,54.4,9.9,196.1,16.9,6,,2019-08-23T05:43:33,2019-08-23T18:08:18,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/24/2019,33,25,28.4,40.6,25,32.7,25.5,84.9,3,100,4.17,rain,0,0,38.9,19.6,270.4,1007.6,63.5,9.7,190.9,16.5,7,,2019-08-24T05:43:33,2019-08-24T18:07:46,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/25/2019,31.6,26,27.8,39.1,26,31.2,25.4,87.4,9.5,100,50,rain,0,0,34.9,25.9,246.7,1007.6,66.9,10.1,156.3,13.5,7,,2019-08-25T05:43:34,2019-08-25T18:07:13,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/26/2019,31.8,25,28.1,38.6,25,31.6,24.9,84.1,0.8,100,4.17,rain,0,0,43.9,20.6,269.3,1007.7,53.6,10.3,154.7,13.4,6,,2019-08-26T05:43:34,2019-08-26T18:06:40,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/27/2019,34,25.4,29.3,41.1,25.4,33.6,24.9,78.9,2.8,100,20.83,rain,0,0,31,19.2,262.6,1006.5,50.4,10.3,254,22.1,8,,2019-08-27T05:43:33,2019-08-27T18:06:06,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/28/2019,33.6,26,28.9,41.4,26,32.7,24.9,80.9,0.5,100,12.5,rain,0,0,31,29.7,275.2,1005.9,56.4,9.9,227.9,19.8,8,,2019-08-28T05:43:33,2019-08-28T18:05:32,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/29/2019,30,25,26.3,38.8,25,28.1,25.5,95.3,8.9,100,12.5,rain,0,0,68.4,29.9,244.2,1004.6,71.3,8.8,107.7,9.2,5,,2019-08-29T05:43:32,2019-08-29T18:04:57,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS,remote"
"Hồ Chí Minh, Việt Nam",8/30/2019,31.6,25,27.8,38.6,25,31.4,25,85.6,1.4,100,8.33,rain,0,0,60.5,31.7,217,1004.9,69,9.7,154.4,13.5,8,,2019-08-30T05:43:31,2019-08-30T18:04:22,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",8/31/2019,32.6,25,28.7,40.9,25,32.7,24.6,79.9,3.1,100,8.33,rain,0,0,45,27,244.9,1006.6,56.3,10.2,211.2,18.3,8,,2019-08-31T05:43:29,2019-08-31T18:03:47,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/1/2019,32.5,25,28,38.4,25,30.9,24.8,84.2,13,100,4.17,rain,0,0,43.2,24.8,263.7,1007.2,45.4,9.9,188.8,16.2,8,,2019-09-01T05:43:28,2019-09-01T18:03:11,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
