name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Đà Nẵng, Việt Nam",2010-10-29,25.2,21.9,24,25.2,21.9,24,18.3,71.2,3.055,100,12.5,rain,,,,24.1,25.6,1016.9,91.4,6.2,168,14.4,7,,2010-10-29T05:42:53,2010-10-29T17:18:32,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-10-30,24.1,21,22.7,24.1,21,22.7,17.7,73.6,5.08,100,12.5,rain,,,,29.4,12.3,1018.1,91.8,6.3,151.3,13,6,,2010-10-30T05:43:13,2010-10-30T17:18:04,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-10-31,26,20,23.8,26,20,23.8,18.2,71.4,0.025,100,12.5,rain,,,,25.9,21.2,1016.9,90.8,5.8,172.2,14.7,6,,2010-10-31T05:43:34,2010-10-31T17:17:37,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-01,25.2,21,23.5,25.2,21,23.5,20.2,82.2,6.131,100,12.5,rain,,,,22.2,29.3,1013.9,92.1,5.3,174.9,15.1,6,,2010-11-01T05:43:55,2010-11-01T17:17:12,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-02,26.1,22,24.6,26.1,22,24.6,20.3,77.8,34.19,100,16.67,rain,,,38.9,103.5,31.4,1014.3,91.6,6.1,109.9,9.6,4,,2010-11-02T05:44:17,2010-11-02T17:16:47,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-03,26,21,23.9,26,21,23.9,19.2,75,2.055,100,12.5,rain,,,,25.8,15.2,1015.9,91.1,6.4,96.3,8.3,4,,2010-11-03T05:44:40,2010-11-03T17:16:24,0.89,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-04,22,20,21,22,20,21,19.3,90.4,9.988,100,16.67,rain,,,38.9,38.9,357.4,1015.2,92.4,5.2,72.4,6.2,3,,2010-11-04T05:45:03,2010-11-04T17:16:01,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-05,23,20,21.3,23,20,21.3,20.1,93,87.68,100,16.67,rain,,,,31.2,349.1,1014.1,92,4.8,91,7.8,3,,2010-11-05T05:45:26,2010-11-05T17:15:40,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-06,22.2,20,21,22.2,20,21,20.4,95.9,53.582,100,16.67,rain,,,,11.2,333.9,1013.6,92.2,4.8,109.8,9.6,4,,2010-11-06T05:45:51,2010-11-06T17:15:19,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-07,26.3,21,23.1,26.3,21,23.1,21.2,89.5,21.168,100,12.5,rain,,,,20.5,355.3,1013.8,88.3,7.1,183.2,16,7,,2010-11-07T05:46:16,2010-11-07T17:15:00,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB,remote"
"Đà Nẵng, Việt Nam",2010-11-08,25,22,23.1,25,22,23.1,21,87.9,0.651,100,8.33,rain,,,,14.8,336.1,1015.4,91.5,6.4,156.1,13.4,6,,2010-11-08T05:46:41,2010-11-08T17:14:42,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-09,25,20.7,22.5,25,20.7,22.5,19.9,86.1,0.349,100,16.67,rain,,,,22.2,11.7,1017.3,92.2,4.8,120.8,10.3,4,,2010-11-09T05:47:07,2010-11-09T17:14:25,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-10,22.5,21,21.8,22.5,21,21.8,19.8,88.4,2.989,100,12.5,rain,,,,20.5,355.6,1016.2,92,4.7,97.1,8.4,4,,2010-11-10T05:47:34,2010-11-10T17:14:09,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-11,23.1,21,22.2,23.1,21,22.2,20.3,88.9,0.316,100,12.5,rain,,,,12.9,331.8,1013.8,92.1,4.7,132.2,11.6,5,,2010-11-11T05:48:01,2010-11-11T17:13:55,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-12,25.6,21,23.1,25.6,21,23.1,19.7,81.7,3.046,100,12.5,rain,,,,22.3,358.2,1012.1,89.1,6.5,178.9,15.5,6,,2010-11-12T05:48:28,2010-11-12T17:13:41,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-13,25,21,22.8,25,21,22.8,21.1,90.1,8.64,100,16.67,rain,,,,25.9,357.6,1012.8,91.7,5.6,176.6,15.3,7,,2010-11-13T05:48:57,2010-11-13T17:13:29,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-14,25,22,23.7,25,22,23.7,22.6,93.4,100.072,100,16.67,rain,,,,24.1,42.5,1014.7,91.3,5.1,122.7,10.5,4,,2010-11-14T05:49:25,2010-11-14T17:13:18,0.26,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-15,25,22,23.9,25,22,23.9,22.8,93.8,171.943,100,16.67,rain,,,,20.5,63.5,1015.3,92.3,4.9,137.3,11.8,6,,2010-11-15T05:49:55,2010-11-15T17:13:08,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-16,25.1,24,24.9,25.1,24,24.9,22,84,7.19,100,16.67,rain,,,40.7,27.7,48.1,1014.3,92,6.6,132.9,11.6,5,,2010-11-16T05:50:25,2010-11-16T17:12:59,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-17,27,24,25.4,29.2,24,25.5,21.6,79.4,0.4,100,12.5,rain,,,,18.4,55.6,1014.4,88.7,7,197.9,17.2,7,,2010-11-17T05:50:55,2010-11-17T17:12:52,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-18,26.5,23,24.7,26.5,23,24.7,22.1,85.3,5.08,100,12.5,rain,,,,20.5,22.5,1014.9,90.3,6.9,218.1,18.8,8,,2010-11-18T05:51:26,2010-11-18T17:12:46,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-19,26.4,22,24.4,26.4,22,24.4,20.8,80.5,4.089,100,8.33,rain,,,,14.7,47.5,1014.3,71.6,6.9,192.3,16.6,7,,2010-11-19T05:51:57,2010-11-19T17:12:41,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-20,26.2,21,23,26.2,21,23,19.9,83.3,0.003,100,4.17,rain,,,,62.3,31.7,1011.9,62.8,4.5,207.3,17.9,8,,2010-11-20T05:52:28,2010-11-20T17:12:37,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-21,28.2,21,24.7,30.4,21,25.2,20.7,79.5,0,0,0,,,,,14.7,102.2,1010.1,72.5,5.1,235.2,20.5,9,,2010-11-21T05:53:00,2010-11-21T17:12:34,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-22,25,22,23.3,25,22,23.3,21.7,90.3,7.07,100,4.17,rain,,,,5.4,287.5,1010.7,77,5.7,204,17.7,7,,2010-11-22T05:53:33,2010-11-22T17:12:33,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-23,27.2,21,23.8,29,21,24.2,20.7,83.7,0.797,100,4.17,rain,,,,14.8,103.9,1012.6,58.9,5.8,216.9,18.8,8,,2010-11-23T05:54:06,2010-11-23T17:12:33,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-24,27.2,21,24.1,29.5,21,24.5,20.6,81.3,0,0,0,,,,,16.6,93.7,1013.4,60.2,5.7,214.2,18.5,8,,2010-11-24T05:54:39,2010-11-24T17:12:34,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-25,27.2,22,24.3,28.9,22,24.3,20.2,78.7,0.001,100,4.17,rain,,,,16.6,72.3,1014.7,75,5.6,217.8,18.8,8,,2010-11-25T05:55:12,2010-11-25T17:12:36,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-26,26,22.6,24.3,26,22.6,24.3,19.3,73.5,0,0,0,,,,,20.5,69.8,1014.5,88.1,7.1,184.4,16,7,,2010-11-26T05:55:46,2010-11-26T17:12:40,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-27,27.1,22.1,24.9,28.9,22.1,25.1,20.5,76.8,7.096,100,8.33,rain,,,,16.6,79.8,1013.9,78.9,6.3,206.1,17.7,8,,2010-11-27T05:56:20,2010-11-27T17:12:44,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-28,26.1,24,24.9,26.1,24,24.9,21.8,83,1.245,100,16.67,rain,,,,14.8,42.6,1014.4,91,6.3,197,16.9,7,,2010-11-28T05:56:54,2010-11-28T17:12:50,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-29,26.2,24,24.8,26.2,24,24.8,21.9,83.6,0.498,100,4.17,rain,,,,18.4,22.6,1014.2,91,6.7,166.1,14.3,6,,2010-11-29T05:57:29,2010-11-29T17:12:58,0.75,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-11-30,26,22.9,24.7,26,22.9,24.7,21.2,81.1,0.797,100,4.17,rain,,,,16.5,44.6,1013.5,90.8,7.8,203.5,17.5,7,,2010-11-30T05:58:03,2010-11-30T17:13:06,0.8,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-01,26,23,24.2,26,23,24.2,20.7,81,0.799,100,8.33,rain,,,,14.7,41.9,1013.6,92.1,6.2,200.5,17.5,8,,2010-12-01T05:58:38,2010-12-01T17:13:16,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-02,26,20,23.4,26,20,23.4,19.7,79.9,0.009,100,8.33,rain,,,,16.5,36.3,1015.1,79,5.4,219.7,19,8,,2010-12-02T05:59:13,2010-12-02T17:13:26,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-03,27,21,23.6,27.7,21,23.7,19.1,77,0.253,100,8.33,rain,,,,24.1,21.1,1016.1,71.3,5.5,186.9,16.1,7,,2010-12-03T05:59:48,2010-12-03T17:13:38,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-04,26,22,23.5,26,22,23.5,20.3,82.4,0.008,100,4.17,rain,,,,20.4,10.9,1014.1,91,5.7,193.4,16.7,7,,2010-12-04T06:00:23,2010-12-04T17:13:51,0.95,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-05,25,22,23.5,25,22,23.5,22.1,91.8,3.01,100,12.5,rain,,,,12.9,356.9,1011.8,91.9,5,153,13.2,5,,2010-12-05T06:00:58,2010-12-05T17:14:05,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-06,27.2,23,25,30,23,25.3,22.1,84.3,0.002,100,4.17,rain,,,,16.6,51.8,1013.2,82.6,7.1,207.6,17.9,7,,2010-12-06T06:01:33,2010-12-06T17:14:20,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-07,26.4,24,24.8,26.4,24,24.8,20.5,77.5,0.299,100,4.17,rain,,,,18.3,35,1015.2,88.2,5.8,195.8,16.9,7,,2010-12-07T06:02:08,2010-12-07T17:14:37,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-08,24,19,21.8,24,19,21.8,18.4,81.6,0.519,100,4.17,rain,,,,14.8,33.7,1015.5,91.6,4.1,159.1,13.8,6,,2010-12-08T06:02:43,2010-12-08T17:14:54,0.08,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-09,23,19,20.6,23,19,20.6,17.8,85,0.498,100,4.17,rain,,,,14.7,4.5,1013.8,82.2,4.3,192.4,16.7,8,,2010-12-09T06:03:18,2010-12-09T17:15:12,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-10,26,17,21.9,26,17,21.9,18,80,0,0,0,,,,,13,165.9,1010.8,66,5.9,230.7,19.9,8,,2010-12-10T06:03:52,2010-12-10T17:15:32,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-11,27,18,22.6,28.5,18,22.6,18.9,80.4,0,0,0,,,,,14.8,155.7,1009.2,55.7,6.2,232.7,20,8,,2010-12-11T06:04:27,2010-12-11T17:15:52,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-12,27,20,23.7,28.9,20,24,20.1,80.8,0,0,0,,,,,14.8,126.4,1007.8,59.5,7.6,224.3,19.3,8,,2010-12-12T06:05:01,2010-12-12T17:16:14,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-13,29,21,24.8,32,21,25.6,21.6,83.2,0,0,0,,,,,16.5,133.1,1008.9,63.2,6.9,213,18.3,8,,2010-12-13T06:05:35,2010-12-13T17:16:36,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-14,28.1,23,25.6,31.9,23,26.5,23,86.1,0,0,0,,,,,12.9,139.5,1010.3,83.1,6.1,129.2,11.3,5,,2010-12-14T06:06:09,2010-12-14T17:16:59,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-15,30,24,26.1,35.2,24,27.3,23.4,85.7,2.987,100,4.17,rain,,,,16.6,118.7,1009.4,69.1,7.3,222.5,19.1,8,,2010-12-15T06:06:42,2010-12-15T17:17:24,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-16,25,18,21.1,25,18,21.1,17.9,82.5,10.529,100,12.5,rain,,,59.4,40.6,348,1015.7,83.7,9,77.8,6.7,3,,2010-12-16T06:07:15,2010-12-16T17:17:49,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-17,20,17,18.5,20,17,18.5,13.4,72.4,0.015,100,8.33,rain,,,,14.8,326.6,1018.4,90.7,9.5,116.2,9.9,4,,2010-12-17T06:07:48,2010-12-17T17:18:15,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-18,24.1,17,19.7,24.1,17,19.7,14.6,73.4,0,0,0,,,,,11.2,150.5,1015.7,80.9,6.3,205.8,17.8,8,,2010-12-18T06:08:20,2010-12-18T17:18:41,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-19,27,16.7,21.3,27.7,16.7,21.3,16.8,77,0,0,0,,,,,14.7,28.6,1016,78.3,7.3,211.5,18.3,8,,2010-12-19T06:08:52,2010-12-19T17:19:09,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-20,26,20.8,23,26,20.8,23,19.3,80.1,0.001,100,4.17,rain,,,,5.4,26.3,1014.5,81.8,7.2,207.9,18,8,,2010-12-20T06:09:23,2010-12-20T17:19:37,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-21,26.1,20.8,23.4,26.1,20.8,23.4,19.9,81.5,0,0,0,,,,,14.8,88.4,1012.6,65.3,7.1,218.8,18.9,8,,2010-12-21T06:09:54,2010-12-21T17:20:06,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-22,28,19,23.3,29.3,19,23.6,19.4,79.6,0,0,0,,,,,13,100.8,1011.8,71,9,206.5,17.9,8,,2010-12-22T06:10:24,2010-12-22T17:20:36,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-23,25,20,22.5,25,20,22.5,20.5,88.3,12.846,100,8.33,rain,,,,5.4,111.5,1012.5,89.2,6,207.5,18,8,,2010-12-23T06:10:53,2010-12-23T17:21:06,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-24,27.1,18,22.3,28.4,18,22.5,18.5,80.5,0,0,0,,,,,11.2,148.6,1012,55.3,6.5,230.2,19.8,8,,2010-12-24T06:11:22,2010-12-24T17:21:37,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-25,27,18,22.6,28.2,18,22.8,18.8,80.1,0,0,0,,,,,13,81.7,1012.1,72.4,6.8,217.7,18.8,8,,2010-12-25T06:11:50,2010-12-25T17:22:09,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-26,23,18,20.6,23,18,20.6,18.2,86.3,15.28,100,12.5,rain,,,35.3,18.4,28.3,1016.3,86.2,6,113.9,9.8,4,,2010-12-26T06:12:18,2010-12-26T17:22:41,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-27,22,18,19.7,22,18,19.7,16.2,80.8,0.31,100,8.33,rain,,,,9.4,324.9,1016.6,86,7.5,142.8,12.3,6,,2010-12-27T06:12:44,2010-12-27T17:23:14,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-28,24,17.1,20.6,24,17.1,20.6,17.6,83.2,0,0,0,,,,,9.4,47.1,1015.5,91.7,6.4,199.9,17.4,7,,2010-12-28T06:13:10,2010-12-28T17:23:47,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-29,24.4,19,21.7,24.4,19,21.7,18.2,81.5,0.498,100,4.17,rain,,,,11.2,52.6,1014.5,89.9,6.8,202.1,17.3,8,,2010-12-29T06:13:35,2010-12-29T17:24:21,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-30,25.1,18,21.9,25.1,18,21.9,17,75.3,0.998,100,4.17,rain,,,,24,3.8,1015.7,77.4,8.9,195.5,16.8,7,,2010-12-30T06:14:00,2010-12-30T17:24:55,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2010-12-31,23,16.8,20,23,16.8,20,16.8,82,0.001,100,4.17,rain,,,,11.2,314.8,1015.3,79.2,6.5,183.5,15.9,7,,2010-12-31T06:14:23,2010-12-31T17:25:29,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2011-01-01,26,19.9,22.5,26,19.9,22.5,17.8,75.4,0,0,0,,,,,13,99.6,1013.5,70.1,5.7,211.9,18.3,8,,2011-01-01T06:14:46,2011-01-01T17:26:04,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2011-01-02,26.5,20.1,23.2,26.5,20.1,23.2,19.5,80.3,0.302,100,8.33,rain,,,,18.4,113.5,1013.6,68.8,7,211.8,18.3,8,,2011-01-02T06:15:07,2011-01-02T17:26:39,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2011-01-03,27,21,23.4,28,21,23.5,19.7,80.5,0.498,100,4.17,rain,,,,12.9,56.3,1014.2,68.7,9.4,220.5,18.8,8,,2011-01-03T06:15:28,2011-01-03T17:27:14,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2011-01-04,24.1,20,22.3,24.1,20,22.3,20.4,89.6,10.976,100,16.67,rain,,,,14.5,64.1,1014.6,87.3,6.2,188,16.2,7,,2011-01-04T06:15:48,2011-01-04T17:27:50,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2011-01-05,25.1,21,22.6,25.1,21,22.6,20.3,87,10.882,100,12.5,rain,,,,13,344.4,1014.4,83.4,6.8,204.9,17.6,8,,2011-01-05T06:16:07,2011-01-05T17:28:26,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2011-01-06,24.7,20,21.8,24.7,20,21.8,19.5,87.2,2.298,100,8.33,rain,,,,25.9,5.8,1016.9,82.8,6.3,206.1,17.8,8,,2011-01-06T06:16:24,2011-01-06T17:29:02,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2011-01-07,22.1,18,20.2,22.1,18,20.2,18.8,91.8,106.584,100,16.67,rain,,,,13,6.4,1018.1,92.1,3.9,109.4,9.5,4,,2011-01-07T06:16:41,2011-01-07T17:29:38,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2011-01-08,23,17,19.7,23,17,19.7,16.7,83.3,10.902,100,12.5,rain,,,,13,328.2,1017,93,7.7,142.8,12.4,6,,2011-01-08T06:16:57,2011-01-08T17:30:14,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2011-01-09,22.2,19,20.5,22.2,19,20.5,17.5,83.5,0,0,0,,,,,14.7,5,1016.2,91.6,6.5,174.9,15.1,7,,2011-01-09T06:17:12,2011-01-09T17:30:50,0.16,Overcast,Cloudy skies throughout the day.,cloudy,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2011-01-10,21.2,18,19.4,21.2,18,19.4,15.7,79.1,4.681,100,16.67,rain,,,,14.7,356,1015.7,91.9,7.2,158.6,13.7,6,,2011-01-10T06:17:25,2011-01-10T17:31:26,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2011-01-11,22.7,18,19.6,22.7,18,19.6,14.7,73.5,0.021,100,8.33,rain,,,,16.5,331.9,1014.7,91.8,9.8,141.6,12.3,6,,2011-01-11T06:17:38,2011-01-11T17:32:03,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2011-01-12,19.6,17,18,19.6,17,18,13,72.5,0.009,100,8.33,rain,,,,13,322.4,1015.8,92.2,10.5,83.2,7.2,3,,2011-01-12T06:17:49,2011-01-12T17:32:39,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
